images,image_urls
"[{'url': 'https://img.pokemondb.net/artwork/surskit.jpg', 'path': 'surskit.jpg', 'checksum': '968ab3ddab4ba43322d801112aaaccf0'}]",https://img.pokemondb.net/artwork/surskit.jpg
"[{'url': 'https://img.pokemondb.net/artwork/taillow.jpg', 'path': 'taillow.jpg', 'checksum': '4c8eea4015c0069f803bb9a5ebcfb1a7'}]",https://img.pokemondb.net/artwork/taillow.jpg
"[{'url': 'https://img.pokemondb.net/artwork/gardevoir.jpg', 'path': 'gardevoir.jpg', 'checksum': 'b188316544a7adcebaac88d56d7bff0c'}]",https://img.pokemondb.net/artwork/gardevoir.jpg
"[{'url': 'https://img.pokemondb.net/artwork/kirlia.jpg', 'path': 'kirlia.jpg', 'checksum': '663a4e3a26c3e89562c77d19d22aff88'}]",https://img.pokemondb.net/artwork/kirlia.jpg
"[{'url': 'https://img.pokemondb.net/artwork/ralts.jpg', 'path': 'ralts.jpg', 'checksum': 'a8066f6f5fa3a4c56a1cc375177ced99'}]",https://img.pokemondb.net/artwork/ralts.jpg
"[{'url': 'https://img.pokemondb.net/artwork/wingull.jpg', 'path': 'wingull.jpg', 'checksum': '316328d0e009c9888ad9f9a58d5d5142'}]",https://img.pokemondb.net/artwork/wingull.jpg
"[{'url': 'https://img.pokemondb.net/artwork/pelipper.jpg', 'path': 'pelipper.jpg', 'checksum': 'cc58ce9ed1b78b757686989f7ed2e68d'}]",https://img.pokemondb.net/artwork/pelipper.jpg
"[{'url': 'https://img.pokemondb.net/artwork/swellow.jpg', 'path': 'swellow.jpg', 'checksum': '9b3bb910e58ea5309e8289b99cd640ba'}]",https://img.pokemondb.net/artwork/swellow.jpg
"[{'url': 'https://img.pokemondb.net/artwork/nuzleaf.jpg', 'path': 'nuzleaf.jpg', 'checksum': '600b4fd7264ee13db5046779ac4731a2'}]",https://img.pokemondb.net/artwork/nuzleaf.jpg
"[{'url': 'https://img.pokemondb.net/artwork/seedot.jpg', 'path': 'seedot.jpg', 'checksum': 'b025960417c4415132c9d32cff76cda6'}]",https://img.pokemondb.net/artwork/seedot.jpg
"[{'url': 'https://img.pokemondb.net/artwork/lombre.jpg', 'path': 'lombre.jpg', 'checksum': 'd2241eaa32831605ffc211b6fc62cae7'}]",https://img.pokemondb.net/artwork/lombre.jpg
"[{'url': 'https://img.pokemondb.net/artwork/ludicolo.jpg', 'path': 'ludicolo.jpg', 'checksum': '87b843bfbaaf14bfe20036fa6c28bb68'}]",https://img.pokemondb.net/artwork/ludicolo.jpg
"[{'url': 'https://img.pokemondb.net/artwork/dustox.jpg', 'path': 'dustox.jpg', 'checksum': 'de0fbd39048822abc6032ee1053f0667'}]",https://img.pokemondb.net/artwork/dustox.jpg
"[{'url': 'https://img.pokemondb.net/artwork/lotad.jpg', 'path': 'lotad.jpg', 'checksum': 'bc42fca56cadf7b0242d456bd75be6a5'}]",https://img.pokemondb.net/artwork/lotad.jpg
"[{'url': 'https://img.pokemondb.net/artwork/marill.jpg', 'path': 'marill.jpg', 'checksum': '9dc1d1e5a4843e035eb35218768e7ca8'}]",https://img.pokemondb.net/artwork/marill.jpg
"[{'url': 'https://img.pokemondb.net/artwork/shiftry.jpg', 'path': 'shiftry.jpg', 'checksum': '74e9d1da47f44f18a1e1e118da69899e'}]",https://img.pokemondb.net/artwork/shiftry.jpg
"[{'url': 'https://img.pokemondb.net/artwork/silcoon.jpg', 'path': 'silcoon.jpg', 'checksum': '5f891e72b7d73897d6fa352218b351f0'}]",https://img.pokemondb.net/artwork/silcoon.jpg
"[{'url': 'https://img.pokemondb.net/artwork/beautifly.jpg', 'path': 'beautifly.jpg', 'checksum': '654c1024c7bdcae82f1a9f2bcee4f0f9'}]",https://img.pokemondb.net/artwork/beautifly.jpg
"[{'url': 'https://img.pokemondb.net/artwork/cascoon.jpg', 'path': 'cascoon.jpg', 'checksum': 'd1fd6ebcccac60ff0e466f40b9c37fa8'}]",https://img.pokemondb.net/artwork/cascoon.jpg
"[{'url': 'https://img.pokemondb.net/artwork/wurmple.jpg', 'path': 'wurmple.jpg', 'checksum': 'f953ef003e686995422e3f4a3aaa3161'}]",https://img.pokemondb.net/artwork/wurmple.jpg
"[{'url': 'https://img.pokemondb.net/artwork/linoone.jpg', 'path': 'linoone.jpg', 'checksum': 'de59680af4621c26c40b22c6ca8c558b'}]",https://img.pokemondb.net/artwork/linoone.jpg
"[{'url': 'https://img.pokemondb.net/artwork/swellow.jpg', 'path': 'swellow.jpg', 'checksum': '9b3bb910e58ea5309e8289b99cd640ba'}]",https://img.pokemondb.net/artwork/swellow.jpg
"[{'url': 'https://img.pokemondb.net/artwork/dustox.jpg', 'path': 'dustox.jpg', 'checksum': 'de0fbd39048822abc6032ee1053f0667'}]",https://img.pokemondb.net/artwork/dustox.jpg
"[{'url': 'https://img.pokemondb.net/artwork/swellow.jpg', 'path': 'swellow.jpg', 'checksum': '9b3bb910e58ea5309e8289b99cd640ba'}]",https://img.pokemondb.net/artwork/swellow.jpg
"[{'url': 'https://img.pokemondb.net/artwork/mightyena.jpg', 'path': 'mightyena.jpg', 'checksum': '6b08733798305d0d6dc4e9f81d0555b1'}]",https://img.pokemondb.net/artwork/mightyena.jpg
"[{'url': 'https://img.pokemondb.net/artwork/zigzagoon.jpg', 'path': 'zigzagoon.jpg', 'checksum': '19f60cdbb3144321d9cd7d124367673c'}]",https://img.pokemondb.net/artwork/zigzagoon.jpg
"[{'url': 'https://img.pokemondb.net/artwork/poochyena.jpg', 'path': 'poochyena.jpg', 'checksum': '2dd74b4a82c4f1bcffb7e9957e604ad3'}]",https://img.pokemondb.net/artwork/poochyena.jpg
"[{'url': 'https://img.pokemondb.net/artwork/cascoon.jpg', 'path': 'cascoon.jpg', 'checksum': 'd1fd6ebcccac60ff0e466f40b9c37fa8'}]",https://img.pokemondb.net/artwork/cascoon.jpg
"[{'url': 'https://img.pokemondb.net/artwork/shiftry.jpg', 'path': 'shiftry.jpg', 'checksum': '74e9d1da47f44f18a1e1e118da69899e'}]",https://img.pokemondb.net/artwork/shiftry.jpg
"[{'url': 'https://img.pokemondb.net/artwork/cascoon.jpg', 'path': 'cascoon.jpg', 'checksum': 'd1fd6ebcccac60ff0e466f40b9c37fa8'}]",https://img.pokemondb.net/artwork/cascoon.jpg
"[{'url': 'https://img.pokemondb.net/artwork/shiftry.jpg', 'path': 'shiftry.jpg', 'checksum': '74e9d1da47f44f18a1e1e118da69899e'}]",https://img.pokemondb.net/artwork/shiftry.jpg
"[{'url': 'https://img.pokemondb.net/artwork/cascoon.jpg', 'path': 'cascoon.jpg', 'checksum': 'd1fd6ebcccac60ff0e466f40b9c37fa8'}]",https://img.pokemondb.net/artwork/cascoon.jpg
"[{'url': 'https://img.pokemondb.net/artwork/cascoon.jpg', 'path': 'cascoon.jpg', 'checksum': 'd1fd6ebcccac60ff0e466f40b9c37fa8'}]",https://img.pokemondb.net/artwork/cascoon.jpg
"[{'url': 'https://img.pokemondb.net/artwork/shiftry.jpg', 'path': 'shiftry.jpg', 'checksum': '74e9d1da47f44f18a1e1e118da69899e'}]",https://img.pokemondb.net/artwork/shiftry.jpg
"[{'url': 'https://img.pokemondb.net/artwork/wurmple.jpg', 'path': 'wurmple.jpg', 'checksum': 'f953ef003e686995422e3f4a3aaa3161'}]",https://img.pokemondb.net/artwork/wurmple.jpg
"[{'url': 'https://img.pokemondb.net/artwork/wurmple.jpg', 'path': 'wurmple.jpg', 'checksum': 'f953ef003e686995422e3f4a3aaa3161'}]",https://img.pokemondb.net/artwork/wurmple.jpg
"[{'url': 'https://img.pokemondb.net/artwork/wurmple.jpg', 'path': 'wurmple.jpg', 'checksum': 'f953ef003e686995422e3f4a3aaa3161'}]",https://img.pokemondb.net/artwork/wurmple.jpg
"[{'url': 'https://img.pokemondb.net/artwork/wurmple.jpg', 'path': 'wurmple.jpg', 'checksum': 'f953ef003e686995422e3f4a3aaa3161'}]",https://img.pokemondb.net/artwork/wurmple.jpg
"[{'url': 'https://img.pokemondb.net/artwork/mightyena.jpg', 'path': 'mightyena.jpg', 'checksum': '6b08733798305d0d6dc4e9f81d0555b1'}]",https://img.pokemondb.net/artwork/mightyena.jpg
"[{'url': 'https://img.pokemondb.net/artwork/poochyena.jpg', 'path': 'poochyena.jpg', 'checksum': '2dd74b4a82c4f1bcffb7e9957e604ad3'}]",https://img.pokemondb.net/artwork/poochyena.jpg
"[{'url': 'https://img.pokemondb.net/artwork/poochyena.jpg', 'path': 'poochyena.jpg', 'checksum': '2dd74b4a82c4f1bcffb7e9957e604ad3'}]",https://img.pokemondb.net/artwork/poochyena.jpg
"[{'url': 'https://img.pokemondb.net/artwork/poochyena.jpg', 'path': 'poochyena.jpg', 'checksum': '2dd74b4a82c4f1bcffb7e9957e604ad3'}]",https://img.pokemondb.net/artwork/poochyena.jpg
"[{'url': 'https://img.pokemondb.net/artwork/poochyena.jpg', 'path': 'poochyena.jpg', 'checksum': '2dd74b4a82c4f1bcffb7e9957e604ad3'}]",https://img.pokemondb.net/artwork/poochyena.jpg
"[{'url': 'https://img.pokemondb.net/artwork/mightyena.jpg', 'path': 'mightyena.jpg', 'checksum': '6b08733798305d0d6dc4e9f81d0555b1'}]",https://img.pokemondb.net/artwork/mightyena.jpg
"[{'url': 'https://img.pokemondb.net/artwork/mightyena.jpg', 'path': 'mightyena.jpg', 'checksum': '6b08733798305d0d6dc4e9f81d0555b1'}]",https://img.pokemondb.net/artwork/mightyena.jpg
"[{'url': 'https://img.pokemondb.net/artwork/mightyena.jpg', 'path': 'mightyena.jpg', 'checksum': '6b08733798305d0d6dc4e9f81d0555b1'}]",https://img.pokemondb.net/artwork/mightyena.jpg
"[{'url': 'https://img.pokemondb.net/artwork/zigzagoon.jpg', 'path': 'zigzagoon.jpg', 'checksum': '19f60cdbb3144321d9cd7d124367673c'}]",https://img.pokemondb.net/artwork/zigzagoon.jpg
"[{'url': 'https://img.pokemondb.net/artwork/zigzagoon.jpg', 'path': 'zigzagoon.jpg', 'checksum': '19f60cdbb3144321d9cd7d124367673c'}]",https://img.pokemondb.net/artwork/zigzagoon.jpg
"[{'url': 'https://img.pokemondb.net/artwork/zigzagoon.jpg', 'path': 'zigzagoon.jpg', 'checksum': '19f60cdbb3144321d9cd7d124367673c'}]",https://img.pokemondb.net/artwork/zigzagoon.jpg
"[{'url': 'https://img.pokemondb.net/artwork/mightyena.jpg', 'path': 'mightyena.jpg', 'checksum': '6b08733798305d0d6dc4e9f81d0555b1'}]",https://img.pokemondb.net/artwork/mightyena.jpg
"[{'url': 'https://img.pokemondb.net/artwork/zigzagoon.jpg', 'path': 'zigzagoon.jpg', 'checksum': '19f60cdbb3144321d9cd7d124367673c'}]",https://img.pokemondb.net/artwork/zigzagoon.jpg
"[{'url': 'https://img.pokemondb.net/artwork/poochyena.jpg', 'path': 'poochyena.jpg', 'checksum': '2dd74b4a82c4f1bcffb7e9957e604ad3'}]",https://img.pokemondb.net/artwork/poochyena.jpg
"[{'url': 'https://img.pokemondb.net/artwork/linoone.jpg', 'path': 'linoone.jpg', 'checksum': 'de59680af4621c26c40b22c6ca8c558b'}]",https://img.pokemondb.net/artwork/linoone.jpg
"[{'url': 'https://img.pokemondb.net/artwork/linoone.jpg', 'path': 'linoone.jpg', 'checksum': 'de59680af4621c26c40b22c6ca8c558b'}]",https://img.pokemondb.net/artwork/linoone.jpg
"[{'url': 'https://img.pokemondb.net/artwork/linoone.jpg', 'path': 'linoone.jpg', 'checksum': 'de59680af4621c26c40b22c6ca8c558b'}]",https://img.pokemondb.net/artwork/linoone.jpg
"[{'url': 'https://img.pokemondb.net/artwork/linoone.jpg', 'path': 'linoone.jpg', 'checksum': 'de59680af4621c26c40b22c6ca8c558b'}]",https://img.pokemondb.net/artwork/linoone.jpg
"[{'url': 'https://img.pokemondb.net/artwork/beautifly.jpg', 'path': 'beautifly.jpg', 'checksum': '654c1024c7bdcae82f1a9f2bcee4f0f9'}]",https://img.pokemondb.net/artwork/beautifly.jpg
"[{'url': 'https://img.pokemondb.net/artwork/beautifly.jpg', 'path': 'beautifly.jpg', 'checksum': '654c1024c7bdcae82f1a9f2bcee4f0f9'}]",https://img.pokemondb.net/artwork/beautifly.jpg
"[{'url': 'https://img.pokemondb.net/artwork/beautifly.jpg', 'path': 'beautifly.jpg', 'checksum': '654c1024c7bdcae82f1a9f2bcee4f0f9'}]",https://img.pokemondb.net/artwork/beautifly.jpg
"[{'url': 'https://img.pokemondb.net/artwork/zigzagoon.jpg', 'path': 'zigzagoon.jpg', 'checksum': '19f60cdbb3144321d9cd7d124367673c'}]",https://img.pokemondb.net/artwork/zigzagoon.jpg
"[{'url': 'https://img.pokemondb.net/artwork/silcoon.jpg', 'path': 'silcoon.jpg', 'checksum': '5f891e72b7d73897d6fa352218b351f0'}]",https://img.pokemondb.net/artwork/silcoon.jpg
"[{'url': 'https://img.pokemondb.net/artwork/beautifly.jpg', 'path': 'beautifly.jpg', 'checksum': '654c1024c7bdcae82f1a9f2bcee4f0f9'}]",https://img.pokemondb.net/artwork/beautifly.jpg
"[{'url': 'https://img.pokemondb.net/artwork/silcoon.jpg', 'path': 'silcoon.jpg', 'checksum': '5f891e72b7d73897d6fa352218b351f0'}]",https://img.pokemondb.net/artwork/silcoon.jpg
"[{'url': 'https://img.pokemondb.net/artwork/linoone.jpg', 'path': 'linoone.jpg', 'checksum': 'de59680af4621c26c40b22c6ca8c558b'}]",https://img.pokemondb.net/artwork/linoone.jpg
"[{'url': 'https://img.pokemondb.net/artwork/silcoon.jpg', 'path': 'silcoon.jpg', 'checksum': '5f891e72b7d73897d6fa352218b351f0'}]",https://img.pokemondb.net/artwork/silcoon.jpg
"[{'url': 'https://img.pokemondb.net/artwork/silcoon.jpg', 'path': 'silcoon.jpg', 'checksum': '5f891e72b7d73897d6fa352218b351f0'}]",https://img.pokemondb.net/artwork/silcoon.jpg
"[{'url': 'https://img.pokemondb.net/artwork/shiftry.jpg', 'path': 'shiftry.jpg', 'checksum': '74e9d1da47f44f18a1e1e118da69899e'}]",https://img.pokemondb.net/artwork/shiftry.jpg
"[{'url': 'https://img.pokemondb.net/artwork/dustox.jpg', 'path': 'dustox.jpg', 'checksum': 'de0fbd39048822abc6032ee1053f0667'}]",https://img.pokemondb.net/artwork/dustox.jpg
"[{'url': 'https://img.pokemondb.net/artwork/shiftry.jpg', 'path': 'shiftry.jpg', 'checksum': '74e9d1da47f44f18a1e1e118da69899e'}]",https://img.pokemondb.net/artwork/shiftry.jpg
"[{'url': 'https://img.pokemondb.net/artwork/dustox.jpg', 'path': 'dustox.jpg', 'checksum': 'de0fbd39048822abc6032ee1053f0667'}]",https://img.pokemondb.net/artwork/dustox.jpg
"[{'url': 'https://img.pokemondb.net/artwork/dustox.jpg', 'path': 'dustox.jpg', 'checksum': 'de0fbd39048822abc6032ee1053f0667'}]",https://img.pokemondb.net/artwork/dustox.jpg
"[{'url': 'https://img.pokemondb.net/artwork/lotad.jpg', 'path': 'lotad.jpg', 'checksum': 'bc42fca56cadf7b0242d456bd75be6a5'}]",https://img.pokemondb.net/artwork/lotad.jpg
"[{'url': 'https://img.pokemondb.net/artwork/lotad.jpg', 'path': 'lotad.jpg', 'checksum': 'bc42fca56cadf7b0242d456bd75be6a5'}]",https://img.pokemondb.net/artwork/lotad.jpg
"[{'url': 'https://img.pokemondb.net/artwork/lotad.jpg', 'path': 'lotad.jpg', 'checksum': 'bc42fca56cadf7b0242d456bd75be6a5'}]",https://img.pokemondb.net/artwork/lotad.jpg
"[{'url': 'https://img.pokemondb.net/artwork/lotad.jpg', 'path': 'lotad.jpg', 'checksum': 'bc42fca56cadf7b0242d456bd75be6a5'}]",https://img.pokemondb.net/artwork/lotad.jpg
"[{'url': 'https://img.pokemondb.net/artwork/lotad.jpg', 'path': 'lotad.jpg', 'checksum': 'bc42fca56cadf7b0242d456bd75be6a5'}]",https://img.pokemondb.net/artwork/lotad.jpg
"[{'url': 'https://img.pokemondb.net/artwork/lombre.jpg', 'path': 'lombre.jpg', 'checksum': 'd2241eaa32831605ffc211b6fc62cae7'}]",https://img.pokemondb.net/artwork/lombre.jpg
"[{'url': 'https://img.pokemondb.net/artwork/lombre.jpg', 'path': 'lombre.jpg', 'checksum': 'd2241eaa32831605ffc211b6fc62cae7'}]",https://img.pokemondb.net/artwork/lombre.jpg
"[{'url': 'https://img.pokemondb.net/artwork/lombre.jpg', 'path': 'lombre.jpg', 'checksum': 'd2241eaa32831605ffc211b6fc62cae7'}]",https://img.pokemondb.net/artwork/lombre.jpg
"[{'url': 'https://img.pokemondb.net/artwork/lombre.jpg', 'path': 'lombre.jpg', 'checksum': 'd2241eaa32831605ffc211b6fc62cae7'}]",https://img.pokemondb.net/artwork/lombre.jpg
"[{'url': 'https://img.pokemondb.net/artwork/lombre.jpg', 'path': 'lombre.jpg', 'checksum': 'd2241eaa32831605ffc211b6fc62cae7'}]",https://img.pokemondb.net/artwork/lombre.jpg
"[{'url': 'https://img.pokemondb.net/artwork/ludicolo.jpg', 'path': 'ludicolo.jpg', 'checksum': '87b843bfbaaf14bfe20036fa6c28bb68'}]",https://img.pokemondb.net/artwork/ludicolo.jpg
"[{'url': 'https://img.pokemondb.net/artwork/ludicolo.jpg', 'path': 'ludicolo.jpg', 'checksum': '87b843bfbaaf14bfe20036fa6c28bb68'}]",https://img.pokemondb.net/artwork/ludicolo.jpg
"[{'url': 'https://img.pokemondb.net/artwork/ludicolo.jpg', 'path': 'ludicolo.jpg', 'checksum': '87b843bfbaaf14bfe20036fa6c28bb68'}]",https://img.pokemondb.net/artwork/ludicolo.jpg
"[{'url': 'https://img.pokemondb.net/artwork/ludicolo.jpg', 'path': 'ludicolo.jpg', 'checksum': '87b843bfbaaf14bfe20036fa6c28bb68'}]",https://img.pokemondb.net/artwork/ludicolo.jpg
"[{'url': 'https://img.pokemondb.net/artwork/seedot.jpg', 'path': 'seedot.jpg', 'checksum': 'b025960417c4415132c9d32cff76cda6'}]",https://img.pokemondb.net/artwork/seedot.jpg
"[{'url': 'https://img.pokemondb.net/artwork/ludicolo.jpg', 'path': 'ludicolo.jpg', 'checksum': '87b843bfbaaf14bfe20036fa6c28bb68'}]",https://img.pokemondb.net/artwork/ludicolo.jpg
"[{'url': 'https://img.pokemondb.net/artwork/seedot.jpg', 'path': 'seedot.jpg', 'checksum': 'b025960417c4415132c9d32cff76cda6'}]",https://img.pokemondb.net/artwork/seedot.jpg
"[{'url': 'https://img.pokemondb.net/artwork/seedot.jpg', 'path': 'seedot.jpg', 'checksum': 'b025960417c4415132c9d32cff76cda6'}]",https://img.pokemondb.net/artwork/seedot.jpg
"[{'url': 'https://img.pokemondb.net/artwork/seedot.jpg', 'path': 'seedot.jpg', 'checksum': 'b025960417c4415132c9d32cff76cda6'}]",https://img.pokemondb.net/artwork/seedot.jpg
"[{'url': 'https://img.pokemondb.net/artwork/nuzleaf.jpg', 'path': 'nuzleaf.jpg', 'checksum': '600b4fd7264ee13db5046779ac4731a2'}]",https://img.pokemondb.net/artwork/nuzleaf.jpg
"[{'url': 'https://img.pokemondb.net/artwork/nuzleaf.jpg', 'path': 'nuzleaf.jpg', 'checksum': '600b4fd7264ee13db5046779ac4731a2'}]",https://img.pokemondb.net/artwork/nuzleaf.jpg
"[{'url': 'https://img.pokemondb.net/artwork/nuzleaf.jpg', 'path': 'nuzleaf.jpg', 'checksum': '600b4fd7264ee13db5046779ac4731a2'}]",https://img.pokemondb.net/artwork/nuzleaf.jpg
"[{'url': 'https://img.pokemondb.net/artwork/swellow.jpg', 'path': 'swellow.jpg', 'checksum': '9b3bb910e58ea5309e8289b99cd640ba'}]",https://img.pokemondb.net/artwork/swellow.jpg
"[{'url': 'https://img.pokemondb.net/artwork/nuzleaf.jpg', 'path': 'nuzleaf.jpg', 'checksum': '600b4fd7264ee13db5046779ac4731a2'}]",https://img.pokemondb.net/artwork/nuzleaf.jpg
"[{'url': 'https://img.pokemondb.net/artwork/swellow.jpg', 'path': 'swellow.jpg', 'checksum': '9b3bb910e58ea5309e8289b99cd640ba'}]",https://img.pokemondb.net/artwork/swellow.jpg
"[{'url': 'https://img.pokemondb.net/artwork/seedot.jpg', 'path': 'seedot.jpg', 'checksum': 'b025960417c4415132c9d32cff76cda6'}]",https://img.pokemondb.net/artwork/seedot.jpg
"[{'url': 'https://img.pokemondb.net/artwork/swellow.jpg', 'path': 'swellow.jpg', 'checksum': '9b3bb910e58ea5309e8289b99cd640ba'}]",https://img.pokemondb.net/artwork/swellow.jpg
"[{'url': 'https://img.pokemondb.net/artwork/wingull.jpg', 'path': 'wingull.jpg', 'checksum': '316328d0e009c9888ad9f9a58d5d5142'}]",https://img.pokemondb.net/artwork/wingull.jpg
"[{'url': 'https://img.pokemondb.net/artwork/nuzleaf.jpg', 'path': 'nuzleaf.jpg', 'checksum': '600b4fd7264ee13db5046779ac4731a2'}]",https://img.pokemondb.net/artwork/nuzleaf.jpg
"[{'url': 'https://img.pokemondb.net/artwork/wingull.jpg', 'path': 'wingull.jpg', 'checksum': '316328d0e009c9888ad9f9a58d5d5142'}]",https://img.pokemondb.net/artwork/wingull.jpg
"[{'url': 'https://img.pokemondb.net/artwork/wingull.jpg', 'path': 'wingull.jpg', 'checksum': '316328d0e009c9888ad9f9a58d5d5142'}]",https://img.pokemondb.net/artwork/wingull.jpg
"[{'url': 'https://img.pokemondb.net/artwork/wingull.jpg', 'path': 'wingull.jpg', 'checksum': '316328d0e009c9888ad9f9a58d5d5142'}]",https://img.pokemondb.net/artwork/wingull.jpg
"[{'url': 'https://img.pokemondb.net/artwork/pelipper.jpg', 'path': 'pelipper.jpg', 'checksum': 'cc58ce9ed1b78b757686989f7ed2e68d'}]",https://img.pokemondb.net/artwork/pelipper.jpg
"[{'url': 'https://img.pokemondb.net/artwork/wingull.jpg', 'path': 'wingull.jpg', 'checksum': '316328d0e009c9888ad9f9a58d5d5142'}]",https://img.pokemondb.net/artwork/wingull.jpg
"[{'url': 'https://img.pokemondb.net/artwork/pelipper.jpg', 'path': 'pelipper.jpg', 'checksum': 'cc58ce9ed1b78b757686989f7ed2e68d'}]",https://img.pokemondb.net/artwork/pelipper.jpg
"[{'url': 'https://img.pokemondb.net/artwork/pelipper.jpg', 'path': 'pelipper.jpg', 'checksum': 'cc58ce9ed1b78b757686989f7ed2e68d'}]",https://img.pokemondb.net/artwork/pelipper.jpg
"[{'url': 'https://img.pokemondb.net/artwork/pelipper.jpg', 'path': 'pelipper.jpg', 'checksum': 'cc58ce9ed1b78b757686989f7ed2e68d'}]",https://img.pokemondb.net/artwork/pelipper.jpg
"[{'url': 'https://img.pokemondb.net/artwork/pelipper.jpg', 'path': 'pelipper.jpg', 'checksum': 'cc58ce9ed1b78b757686989f7ed2e68d'}]",https://img.pokemondb.net/artwork/pelipper.jpg
"[{'url': 'https://img.pokemondb.net/artwork/ralts.jpg', 'path': 'ralts.jpg', 'checksum': 'a8066f6f5fa3a4c56a1cc375177ced99'}]",https://img.pokemondb.net/artwork/ralts.jpg
"[{'url': 'https://img.pokemondb.net/artwork/ralts.jpg', 'path': 'ralts.jpg', 'checksum': 'a8066f6f5fa3a4c56a1cc375177ced99'}]",https://img.pokemondb.net/artwork/ralts.jpg
"[{'url': 'https://img.pokemondb.net/artwork/ralts.jpg', 'path': 'ralts.jpg', 'checksum': 'a8066f6f5fa3a4c56a1cc375177ced99'}]",https://img.pokemondb.net/artwork/ralts.jpg
"[{'url': 'https://img.pokemondb.net/artwork/ralts.jpg', 'path': 'ralts.jpg', 'checksum': 'a8066f6f5fa3a4c56a1cc375177ced99'}]",https://img.pokemondb.net/artwork/ralts.jpg
"[{'url': 'https://img.pokemondb.net/artwork/kirlia.jpg', 'path': 'kirlia.jpg', 'checksum': '663a4e3a26c3e89562c77d19d22aff88'}]",https://img.pokemondb.net/artwork/kirlia.jpg
"[{'url': 'https://img.pokemondb.net/artwork/kirlia.jpg', 'path': 'kirlia.jpg', 'checksum': '663a4e3a26c3e89562c77d19d22aff88'}]",https://img.pokemondb.net/artwork/kirlia.jpg
"[{'url': 'https://img.pokemondb.net/artwork/ralts.jpg', 'path': 'ralts.jpg', 'checksum': 'a8066f6f5fa3a4c56a1cc375177ced99'}]",https://img.pokemondb.net/artwork/ralts.jpg
"[{'url': 'https://img.pokemondb.net/artwork/kirlia.jpg', 'path': 'kirlia.jpg', 'checksum': '663a4e3a26c3e89562c77d19d22aff88'}]",https://img.pokemondb.net/artwork/kirlia.jpg
"[{'url': 'https://img.pokemondb.net/artwork/kirlia.jpg', 'path': 'kirlia.jpg', 'checksum': '663a4e3a26c3e89562c77d19d22aff88'}]",https://img.pokemondb.net/artwork/kirlia.jpg
"[{'url': 'https://img.pokemondb.net/artwork/gardevoir.jpg', 'path': 'gardevoir.jpg', 'checksum': 'b188316544a7adcebaac88d56d7bff0c'}]",https://img.pokemondb.net/artwork/gardevoir.jpg
"[{'url': 'https://img.pokemondb.net/artwork/gardevoir.jpg', 'path': 'gardevoir.jpg', 'checksum': 'b188316544a7adcebaac88d56d7bff0c'}]",https://img.pokemondb.net/artwork/gardevoir.jpg
"[{'url': 'https://img.pokemondb.net/artwork/gardevoir.jpg', 'path': 'gardevoir.jpg', 'checksum': 'b188316544a7adcebaac88d56d7bff0c'}]",https://img.pokemondb.net/artwork/gardevoir.jpg
"[{'url': 'https://img.pokemondb.net/artwork/kirlia.jpg', 'path': 'kirlia.jpg', 'checksum': '663a4e3a26c3e89562c77d19d22aff88'}]",https://img.pokemondb.net/artwork/kirlia.jpg
"[{'url': 'https://img.pokemondb.net/artwork/gardevoir.jpg', 'path': 'gardevoir.jpg', 'checksum': 'b188316544a7adcebaac88d56d7bff0c'}]",https://img.pokemondb.net/artwork/gardevoir.jpg
"[{'url': 'https://img.pokemondb.net/artwork/gardevoir.jpg', 'path': 'gardevoir.jpg', 'checksum': 'b188316544a7adcebaac88d56d7bff0c'}]",https://img.pokemondb.net/artwork/gardevoir.jpg
"[{'url': 'https://img.pokemondb.net/artwork/taillow.jpg', 'path': 'taillow.jpg', 'checksum': '4c8eea4015c0069f803bb9a5ebcfb1a7'}]",https://img.pokemondb.net/artwork/taillow.jpg
"[{'url': 'https://img.pokemondb.net/artwork/taillow.jpg', 'path': 'taillow.jpg', 'checksum': '4c8eea4015c0069f803bb9a5ebcfb1a7'}]",https://img.pokemondb.net/artwork/taillow.jpg
"[{'url': 'https://img.pokemondb.net/artwork/taillow.jpg', 'path': 'taillow.jpg', 'checksum': '4c8eea4015c0069f803bb9a5ebcfb1a7'}]",https://img.pokemondb.net/artwork/taillow.jpg
"[{'url': 'https://img.pokemondb.net/artwork/surskit.jpg', 'path': 'surskit.jpg', 'checksum': '968ab3ddab4ba43322d801112aaaccf0'}]",https://img.pokemondb.net/artwork/surskit.jpg
"[{'url': 'https://img.pokemondb.net/artwork/taillow.jpg', 'path': 'taillow.jpg', 'checksum': '4c8eea4015c0069f803bb9a5ebcfb1a7'}]",https://img.pokemondb.net/artwork/taillow.jpg
"[{'url': 'https://img.pokemondb.net/artwork/surskit.jpg', 'path': 'surskit.jpg', 'checksum': '968ab3ddab4ba43322d801112aaaccf0'}]",https://img.pokemondb.net/artwork/surskit.jpg
"[{'url': 'https://img.pokemondb.net/artwork/taillow.jpg', 'path': 'taillow.jpg', 'checksum': '4c8eea4015c0069f803bb9a5ebcfb1a7'}]",https://img.pokemondb.net/artwork/taillow.jpg
"[{'url': 'https://img.pokemondb.net/artwork/surskit.jpg', 'path': 'surskit.jpg', 'checksum': '968ab3ddab4ba43322d801112aaaccf0'}]",https://img.pokemondb.net/artwork/surskit.jpg
